,% Employed,% Married,% less than High School diploma,% with Children,% with College Degree,% with Health Insurance,Median Individual Real Income,igen,scol,state,wbhao,wbhao_igen,year
745,0.6632573,0.3303065,0.14990006,0.41806161,0.22632994,0.7710975999999999,40731.582,2nd Generation,0.51783943,New York,Hispanic,Hispanic 2nd Generation,2009
753,0.75794214,0.61382335,0.16721709,0.72061676,0.12673514,0.62363458,33025.609,2nd Generation,0.51377082,Texas,Hispanic,Hispanic 2nd Generation,2009
127,0.73241425,0.5462451,0.13784522,0.57208896,0.15202798,0.74994147,35841.594,3rd Generation,0.45164189,National,Hispanic,Hispanic 3rd Generation,2009
767,0.72141618,0.54995155,0.088778287,0.52919549,0.15405834,0.78436345,38548.59,3rd Generation,0.48299187,California,Hispanic,Hispanic 3rd Generation,2009
763,0.89351255,0.67488259,0.11431472,0.58999872,0.18884738,0.88227725,44034.145,3rd Generation,0.50121003,Florida,Hispanic,Hispanic 3rd Generation,2009
761,0.67426038,0.49058962,0.12613314,0.75493968,0.17921376,0.85305983,44069.371,3rd Generation,0.55004615,Illinois,Hispanic,Hispanic 3rd Generation,2009
759,0.70783502,0.41841951,0.11729597,0.46019942,0.12297851,0.67324644,46301.902,3rd Generation,0.39651063,New Jersey,Hispanic,Hispanic 3rd Generation,2009
757,0.69949764,0.39506021,0.1298455,0.53258032,0.21068148,0.89376742,38529.875,3rd Generation,0.5386920000000001,New York,Hispanic,Hispanic 3rd Generation,2009
765,0.75986886,0.57116491,0.20587802,0.61764944,0.14085244,0.68550271,33381.184,3rd Generation,0.37652653,Texas,Hispanic,Hispanic 3rd Generation,2009
129,0.71317345,0.63097596,0.32543018,0.65358728,0.13149779,0.60194755,30823.9,All,0.33346117,National,Hispanic,Hispanic All,2009
779,0.68812114,0.64104944,0.35694394,0.66301537,0.11522095,0.61258811,30823.9,All,0.30976537,California,Hispanic,Hispanic All,2009
775,0.76619291,0.63685846,0.15252377,0.56691766,0.25649732,0.61084867,33025.609,All,0.48868513,Florida,Hispanic,Hispanic All,2009
773,0.72894245,0.69116408,0.33669394,0.69851422,0.11449379,0.6850884,33025.609,All,0.30620515,Illinois,Hispanic,Hispanic All,2009
771,0.78915739,0.56541932,0.30293801,0.62625599,0.10307374,0.65178388,27521.34,All,0.31087169,New Jersey,Hispanic,Hispanic All,2009
769,0.71370542,0.49726835,0.25245389,0.59206313,0.18765438,0.65467447,33025.609,All,0.39057034,New York,Hispanic,Hispanic All,2009
777,0.73846024,0.66212505,0.34449807,0.67824548,0.10616498,0.54350245,29726.35,All,0.30703369,Texas,Hispanic,Hispanic All,2009
128,0.77996105,0.65279686,0.050131205,0.48555857,0.35638726,0.86065829,45313.335999999996,All,0.64786822,National,White,White All,2009
778,0.77597678,0.61149836,0.025705323,0.45318225,0.43572977,0.86885655,55043.780999999995,All,0.76673782,California,White,White All,2009
774,0.75496268,0.63124698,0.050697014000000006,0.42458171,0.33608249,0.80887383,44055.062999999995,All,0.63915813,Florida,White,White All,2009
772,0.77991533,0.65587378,0.036030173,0.49250114,0.40088287,0.89261329,47336.707,All,0.69696939,Illinois,White,White All,2009
770,0.80000073,0.68940395,0.017948136,0.53607482,0.46455982,0.89235187,57464.559,All,0.68888617,New Jersey,White,White All,2009
768,0.78461987,0.61089635,0.039457489,0.4491837,0.40428209,0.87104619,48078.68,All,0.658575,New York,White,White All,2009
776,0.79093319,0.67592579,0.045889802,0.47301897,0.37006024,0.82399046,48679.746,All,0.6851877,Texas,White,White All,2009
131,0.68966979,0.6665749,0.44171849,0.71013695,0.11118445,0.46356449,25407.994,1st Generation,0.23905101,National,Hispanic,Hispanic 1st Generation,2010
791,0.66656214,0.68407071,0.48308989,0.75947934,0.07973671,0.50677186,26512.689,1st Generation,0.20736621,California,Hispanic,Hispanic 1st Generation,2010
787,0.70947045,0.5977596,0.16525637,0.5648784,0.26354611,0.43105695,28722.082000000002,1st Generation,0.48415324,Florida,Hispanic,Hispanic 1st Generation,2010
785,0.72262675,0.63972187,0.4267014,0.69324774,0.089325525,0.53014868,24303.299,1st Generation,0.17241499,Illinois,Hispanic,Hispanic 1st Generation,2010
783,0.74594378,0.56533337,0.26848987,0.56143367,0.10538938,0.55046749,29274.43,1st Generation,0.29751211,New Jersey,Hispanic,Hispanic 1st Generation,2010
781,0.72780627,0.59401923,0.36569771,0.6822501999999999,0.16092442,0.54226023,27617.387000000002,1st Generation,0.3165226,New York,Hispanic,Hispanic 1st Generation,2010
789,0.68557173,0.7777765999999999,0.5152393,0.76546878,0.10920549,0.3707833,22093.908,1st Generation,0.21166007,Texas,Hispanic,Hispanic 1st Generation,2010
133,0.73824936,0.51636791,0.14132291,0.62355793,0.21914774,0.70899522,35792.133,2nd Generation,0.52404052,National,Hispanic,Hispanic 2nd Generation,2010
803,0.7520926,0.48238376,0.12432186,0.6387347,0.19898762,0.68233877,35351.359,2nd Generation,0.52766657,California,Hispanic,Hispanic 2nd Generation,2010
799,0.77166164,0.56566566,0.082916744,0.60096073,0.31035608,0.68351525,34466.496,2nd Generation,0.67538381,Florida,Hispanic,Hispanic 2nd Generation,2010
797,0.79424125,0.53544313,0.072473817,0.60773665,0.17993921,0.92391235,44544.633,2nd Generation,0.47585785,Illinois,Hispanic,Hispanic 2nd Generation,2010
795,0.69182998,0.46392238,0.1374317,0.63490951,0.11355562,0.75567544,47501.902,2nd Generation,0.46566975,New Jersey,Hispanic,Hispanic 2nd Generation,2010
793,0.64476722,0.36880824,0.16403385,0.49215272,0.30876514,0.74797636,44187.816,2nd Generation,0.53841138,New York,Hispanic,Hispanic 2nd Generation,2010
801,0.78122729,0.58031648,0.15312575,0.68393606,0.18302922,0.58581901,33140.863,2nd Generation,0.51293951,Texas,Hispanic,Hispanic 2nd Generation,2010
135,0.7092194,0.50867957,0.12177299,0.56726527,0.17358422,0.71566755,37614.879,3rd Generation,0.47085544,National,Hispanic,Hispanic 3rd Generation,2010
815,0.68950069,0.48764062,0.05952394,0.55547661,0.18617123,0.74241596,38664.34,3rd Generation,0.52770555,California,Hispanic,Hispanic 3rd Generation,2010
811,0.76413924,0.36608556,0.12612227,0.51622868,0.15099016,0.80459648,39769.035,3rd Generation,0.57268471,Florida,Hispanic,Hispanic 3rd Generation,2010
809,0.47695971,0.35784122,0.09253662800000001,0.55283439,0.34293979,0.50845414,44198.863,3rd Generation,0.49238652,Illinois,Hispanic,Hispanic 3rd Generation,2010
807,0.84338117,0.51850802,0.049575154,0.55656785,0.050417021,0.64089638,51920.684,3rd Generation,0.79899842,New Jersey,Hispanic,Hispanic 3rd Generation,2010
805,0.78812081,0.28748971,0.028182572000000003,0.45981789,0.29698181,0.7375049,36896.828,3rd Generation,0.44831568,New York,Hispanic,Hispanic 3rd Generation,2010
813,0.72361618,0.56971312,0.18666947,0.63114178,0.13831595,0.66457915,35681.664,3rd Generation,0.37325025,Texas,Hispanic,Hispanic 3rd Generation,2010
137,0.70439637,0.60028172,0.30825096,0.66087794,0.14795020000000003,0.57062954,29826.777000000002,All,0.3503927,National,Hispanic,Hispanic All,2010
827,0.68651682,0.61307782,0.3443349,0.70244628,0.12007979,0.57944393,29384.897999999997,All,0.3215211,California,Hispanic,Hispanic All,2010
823,0.73188108,0.56988502,0.13825020000000002,0.57143843,0.26809323,0.53418416,33140.863,All,0.54668516,Florida,Hispanic,Hispanic All,2010
821,0.7120114000000001,0.57376277,0.28199252,0.65070963,0.14774501,0.64096302,32036.167999999998,All,0.30066901,Illinois,Hispanic,Hispanic All,2010
819,0.73775077,0.5315758,0.21215720000000002,0.58278048,0.10339564,0.61843008,33140.863,All,0.38748696,New Jersey,Hispanic,Hispanic All,2010
817,0.706765,0.49895078,0.27547362,0.60493904,0.21806474,0.62224829,33140.863,All,0.39642897,New York,Hispanic,Hispanic All,2010
825,0.71910435,0.65899581,0.31768683,0.69789851,0.1349888,0.5258534,28777.316000000003,All,0.33325505,Texas,Hispanic,Hispanic All,2010
136,0.77228206,0.63985288,0.050942089,0.48578036,0.3563858,0.83462757,44961.105,All,0.64638305,National,White,White All,2010
826,0.76283616,0.59856236,0.029238405,0.44683057,0.44112179,0.84322035,55234.773,All,0.75702965,California,White,White All,2010
822,0.76425815,0.61972284,0.042462900000000005,0.43139908,0.34592363,0.75812799,44187.816,All,0.66800421,Florida,White,White All,2010
820,0.78465682,0.60978907,0.044767704000000005,0.49522007,0.39544976,0.84267259,46397.207,All,0.67954153,Illinois,White,White All,2010
818,0.79403216,0.69723976,0.020099856,0.47533223,0.44433954,0.87659097,57802.082,All,0.67020112,New Jersey,White,White All,2010
816,0.77915269,0.5984593,0.037810259,0.48253483,0.41888186,0.8634245999999999,49711.293,All,0.66276824,New York,White,White All,2010
824,0.79642689,0.64172059,0.058040746,0.46728432,0.35331845,0.78179932,44193.34,All,0.65889919,Texas,White,White All,2010
139,0.69465131,0.65853196,0.44171914,0.69698673,0.097666644,0.47947788,25003.433999999997,1st Generation,0.23931552,National,Hispanic,Hispanic 1st Generation,2011
839,0.6667970999999999,0.67503995,0.48930898,0.74328893,0.057664125999999996,0.52882838,25003.433999999997,1st Generation,0.19673263,California,Hispanic,Hispanic 1st Generation,2011
835,0.73138863,0.60780972,0.17859703,0.51456505,0.25231129,0.46431744,27232.002,1st Generation,0.43516612,Florida,Hispanic,Hispanic 1st Generation,2011
833,0.6481871,0.73762405,0.42288919999999997,0.72317952,0.059385542,0.54443711,22905.32,1st Generation,0.18979847,Illinois,Hispanic,Hispanic 1st Generation,2011
831,0.70347583,0.537664,0.2558766,0.54166335,0.13345638,0.51996255,27177.646,1st Generation,0.27297682,New Jersey,Hispanic,Hispanic 1st Generation,2011
829,0.68627095,0.60787511,0.30498964,0.63633871,0.14676237,0.60536116,26090.541,1st Generation,0.35956308,New York,Hispanic,Hispanic 1st Generation,2011
837,0.69189304,0.6957227,0.51451129,0.72931778,0.095552355,0.34163058,23916.327999999998,1st Generation,0.21060179,Texas,Hispanic,Hispanic 1st Generation,2011
141,0.74224061,0.50493455,0.14014794,0.59918523,0.21471354,0.74984068,36972.469,2nd Generation,0.51744795,National,Hispanic,Hispanic 2nd Generation,2011
851,0.73130494,0.45313415,0.10898436,0.60524219,0.16097067,0.75277346,38050.879,2nd Generation,0.53857005,California,Hispanic,Hispanic 2nd Generation,2011
847,0.72657436,0.58357549,0.08190657900000001,0.59080434,0.28675258,0.72289062,39135.809,2nd Generation,0.63247484,Florida,Hispanic,Hispanic 2nd Generation,2011
845,0.88696837,0.59261209,0.083052084,0.72572416,0.22427285,0.73610228,43484.234000000004,2nd Generation,0.52619767,Illinois,Hispanic,Hispanic 2nd Generation,2011
843,0.78527308,0.41789064,0.10999402,0.58169895,0.19884843,0.73880804,38071.535,2nd Generation,0.38908455,New Jersey,Hispanic,Hispanic 2nd Generation,2011
841,0.65270448,0.33672526,0.17320347,0.47855181,0.22712266,0.80618495,37505.152,2nd Generation,0.4723947,New York,Hispanic,Hispanic 2nd Generation,2011
849,0.76851439,0.57522762,0.2004974,0.66253769,0.23759252,0.65839648,34352.543,2nd Generation,0.51217914,Texas,Hispanic,Hispanic 2nd Generation,2011
143,0.695876,0.51004803,0.12512612,0.58074594,0.17506506,0.73826802,36536.539,3rd Generation,0.48529008,National,Hispanic,Hispanic 3rd Generation,2011
863,0.66446662,0.5360983,0.091381535,0.57559019,0.1834102,0.76212019,41320.895,3rd Generation,0.53356344,California,Hispanic,Hispanic 3rd Generation,2011
859,0.8089,0.27104634,0.0,0.45885441,0.14395402,0.68230486,41310.023,3rd Generation,0.67795879,Florida,Hispanic,Hispanic 3rd Generation,2011
857,0.59357387,0.49340951,0.092744939,0.42484802,0.18437092,0.73340368,40222.918,3rd Generation,0.42155119999999996,Illinois,Hispanic,Hispanic 3rd Generation,2011
855,0.58776248,0.37139624,0.029050247999999997,0.68077791,0.23792538,0.91673738,32613.176,3rd Generation,0.76670241,New Jersey,Hispanic,Hispanic 3rd Generation,2011
853,0.65317231,0.39788455,0.043583977999999995,0.50128686,0.33360794,0.78518617,38048.703,3rd Generation,0.48622048,New York,Hispanic,Hispanic 3rd Generation,2011
861,0.71052921,0.5248431,0.18343875,0.61724091,0.13873229999999998,0.69102508,32613.176,3rd Generation,0.41757929,Texas,Hispanic,Hispanic 3rd Generation,2011
145,0.70561153,0.59186566,0.30540144,0.64984059,0.14072844,0.5962674,29351.857000000004,All,0.35507652,National,Hispanic,Hispanic All,2011
875,0.67955136,0.60432899,0.33893672,0.6844601,0.10173395,0.61718553,30438.963,All,0.32808441,California,Hispanic,Hispanic All,2011
871,0.73612046,0.57311374,0.13394529,0.53395253,0.25437328,0.56282836,31743.49,All,0.51649076,Florida,Hispanic,Hispanic All,2011
869,0.69831717,0.66837442,0.29448229,0.68205863,0.11676362,0.61724478,30438.963,All,0.30360869,Illinois,Hispanic,Hispanic All,2011
867,0.71488035,0.49138439,0.19736613,0.56449372,0.15992993,0.61271554,31526.068,All,0.34714219,New Jersey,Hispanic,Hispanic All,2011
865,0.66986054,0.48158309,0.22619347,0.56144226,0.19781013,0.70155334,32613.176,All,0.41640851,New York,Hispanic,Hispanic All,2011
873,0.71386307,0.61068147,0.33363613,0.67599076,0.13935892,0.52959055,28265.84,All,0.34473187,Texas,Hispanic,Hispanic All,2011
144,0.77632982,0.63159478,0.04941079,0.47740479999999996,0.37064043,0.83638036,45449.723,All,0.66113657,National,White,White All,2011
874,0.73392648,0.58081168,0.042535435,0.46308181,0.44178587,0.83945364,55020.602,All,0.75352198,California,White,White All,2011
870,0.78306526,0.59492785,0.040296253,0.43256497,0.36484954,0.77651972,43484.234000000004,All,0.68881446,Florida,White,White All,2011
868,0.76923656,0.61498594,0.045579888,0.46867317,0.38285524,0.85247821,46745.551,All,0.68667388,Illinois,White,White All,2011
866,0.78863281,0.66768765,0.016849948,0.46956876,0.46352175,0.90766346,57385.055,All,0.7129463,New Jersey,White,White All,2011
864,0.77970612,0.58322412,0.040469452999999996,0.43483788,0.44474655,0.8659665000000001,49463.316,All,0.67773253,New York,White,White All,2011
872,0.80331469,0.63499385,0.051000547,0.47150388,0.40256923,0.81378138,45658.445,All,0.70426655,Texas,White,White All,2011
147,0.71226341,0.66710514,0.40936965,0.69194746,0.11593272,0.4834314,25292.979,1st Generation,0.26272595,National,Hispanic,Hispanic 1st Generation,2012
887,0.67422068,0.67554253,0.45974141,0.71741045,0.079557106,0.51842672,24671.193,1st Generation,0.20817351,California,Hispanic,Hispanic 1st Generation,2012
883,0.75711918,0.63635665,0.14481959,0.56194139,0.24953517,0.50222236,26346.852000000003,1st Generation,0.47707766,Florida,Hispanic,Hispanic 1st Generation,2012
881,0.70572627,0.70014507,0.39384785,0.78540379,0.11365258,0.47578865,26346.852000000003,1st Generation,0.24666323,Illinois,Hispanic,Hispanic 1st Generation,2012
879,0.7370621,0.60195822,0.25368825,0.64822698,0.12819375,0.53087449,25292.979,1st Generation,0.32416469,New Jersey,Hispanic,Hispanic 1st Generation,2012
877,0.69291908,0.56470436,0.27234453,0.61427158,0.16776554,0.65478605,24766.041,1st Generation,0.34067881,New York,Hispanic,Hispanic 1st Generation,2012
885,0.71585053,0.72244573,0.48380068,0.71288645,0.099312596,0.37036216,23817.555,1st Generation,0.22995333,Texas,Hispanic,Hispanic 1st Generation,2012
149,0.72577053,0.51711595,0.14117725,0.59046745,0.22454445,0.71921575,36411.352,2nd Generation,0.52376544,National,Hispanic,Hispanic 2nd Generation,2012
899,0.73179376,0.48530075,0.11293665,0.61103642,0.21221022,0.70419168,37296.605,2nd Generation,0.52705288,California,Hispanic,Hispanic 2nd Generation,2012
895,0.76411736,0.61358023,0.13930434,0.56641704,0.248734,0.71306467,32670.097999999998,2nd Generation,0.61831152,Florida,Hispanic,Hispanic 2nd Generation,2012
893,0.82253772,0.62494123,0.08829366400000001,0.73923874,0.22078671,0.75775266,40047.215,2nd Generation,0.57807887,Illinois,Hispanic,Hispanic 2nd Generation,2012
891,0.8034839,0.45806906,0.069971956,0.47675857,0.25524375,0.85527122,37939.469,2nd Generation,0.5186848,New Jersey,Hispanic,Hispanic 2nd Generation,2012
889,0.61206108,0.3648037,0.15787074,0.48059502,0.20457996,0.8015753000000001,36885.594,2nd Generation,0.44554022,New York,Hispanic,Hispanic 2nd Generation,2012
897,0.74048787,0.6022653,0.16870271,0.60632318,0.23466969,0.55538177,35857.012,2nd Generation,0.52977353,Texas,Hispanic,Hispanic 2nd Generation,2012
151,0.72631252,0.48598737,0.12680113,0.56442207,0.18871953,0.74367136,35072.93,3rd Generation,0.50520939,National,Hispanic,Hispanic 3rd Generation,2012
911,0.72356081,0.48332086,0.11752693,0.61509073,0.1704796,0.77024275,39457.047,3rd Generation,0.49843332,California,Hispanic,Hispanic 3rd Generation,2012
907,0.71290135,0.47943795,0.034869999,0.5389713,0.19036962,0.8529824,36885.594,3rd Generation,0.70404381,Florida,Hispanic,Hispanic 3rd Generation,2012
905,0.77184618,0.38646969,0.051843118,0.52489769,0.22758107,0.64108241,28457.762000000002,3rd Generation,0.55784249,Illinois,Hispanic,Hispanic 3rd Generation,2012
903,0.85352743,0.59035027,0.14647254,0.44903851,0.35917956,0.90293443,42165.504,3rd Generation,0.75646192,New Jersey,Hispanic,Hispanic 3rd Generation,2012
901,0.63572794,0.3254405,0.080537759,0.47016931,0.25852975,0.80378878,35831.719,3rd Generation,0.48400268,New York,Hispanic,Hispanic 3rd Generation,2012
909,0.75589919,0.52630788,0.16624098,0.54591936,0.18283787,0.67985797,31737.417999999998,3rd Generation,0.44267159999999994,Texas,Hispanic,Hispanic 3rd Generation,2012
153,0.71850878,0.592233,0.28456882,0.64019454,0.15731809,0.59574938,29044.77,All,0.37704238,National,Hispanic,Hispanic All,2012
923,0.69808644,0.59080619,0.30692044,0.67106903,0.12996349,0.61407727,30140.799,All,0.34377703,California,Hispanic,Hispanic All,2012
919,0.75476277,0.61467373,0.13254872,0.56095237,0.24353822,0.59543449,31616.222999999998,All,0.53873652,Florida,Hispanic,Hispanic All,2012
917,0.73842037,0.64229953,0.28538236,0.74067152,0.15087053,0.55547923,27400.727000000003,All,0.35619625,Illinois,Hispanic,Hispanic All,2012
915,0.76352715,0.56277347,0.19669160000000002,0.58755714,0.17943476,0.64529389,31616.222999999998,All,0.40854666,New Jersey,Hispanic,Hispanic All,2012
913,0.65557444,0.46023798,0.20572458,0.54638541,0.19279769,0.72818571,28454.6,All,0.3976883,New York,Hispanic,Hispanic All,2012
921,0.73426425,0.63236338,0.31321803,0.63532811,0.15494983,0.51155961,29508.475,All,0.36243275,Texas,Hispanic,Hispanic All,2012
152,0.7772491,0.62948364,0.046896587999999996,0.47305837,0.37556884,0.84122932,45290.238,All,0.66645581,National,White,White All,2012
922,0.75158697,0.57594895,0.028107403,0.4518005,0.46920922,0.84536314,53747.578,All,0.77995652,California,White,White All,2012
918,0.75307107,0.61626822,0.041113541,0.453805,0.35532022,0.80580932,42157.07,All,0.67109066,Florida,White,White All,2012
916,0.7890196999999999,0.60545528,0.035495095,0.43099263,0.41991076,0.85728848,45316.585999999996,All,0.69859254,Illinois,White,White All,2012
914,0.7830438,0.65750313,0.030927641000000002,0.53048217,0.43853536,0.85829878,54395.710999999996,All,0.660833,New Jersey,White,White All,2012
912,0.79281878,0.57234085,0.033585299,0.45351163,0.43680125,0.88678676,50602.82,All,0.68446767,New York,White,White All,2012
920,0.78430051,0.66786039,0.042570572,0.46253651,0.39127439,0.80868024,48177.855,All,0.69094229,Texas,White,White All,2012
155,0.71375239,0.66484392,0.40856665,0.68599486,0.12027571,0.48845115,24775.57,1st Generation,0.26184270000000004,National,Hispanic,Hispanic 1st Generation,2013
935,0.69769746,0.69101256,0.43490595,0.6903013000000001,0.09250924699999999,0.53860569,23743.256,1st Generation,0.24980207,California,Hispanic,Hispanic 1st Generation,2013
931,0.75184852,0.6224606,0.13886227,0.53996474,0.2474616,0.48874715,25807.887000000002,1st Generation,0.43978184,Florida,Hispanic,Hispanic 1st Generation,2013
929,0.69217831,0.69374847,0.39758164,0.73872566,0.14176227,0.55135405,23743.256,1st Generation,0.28767461,Illinois,Hispanic,Hispanic 1st Generation,2013
927,0.8002130999999999,0.64073825,0.23310052,0.67769217,0.20898367,0.58213317,26923.818,1st Generation,0.3901608,New Jersey,Hispanic,Hispanic 1st Generation,2013
925,0.69401485,0.53331512,0.33090323,0.65228134,0.14253138,0.69779223,24775.57,1st Generation,0.29618967,New York,Hispanic,Hispanic 1st Generation,2013
933,0.68970931,0.68623233,0.50187713,0.72183812,0.087173946,0.33188972,22710.939,1st Generation,0.19679223,Texas,Hispanic,Hispanic 1st Generation,2013
157,0.74169195,0.50230098,0.11842287,0.54992813,0.22658895,0.75056624,35530.234,2nd Generation,0.53101695,National,Hispanic,Hispanic 2nd Generation,2013
947,0.7469511,0.49384931,0.08670412,0.57538712,0.19782619,0.76178491,36759.723,2nd Generation,0.52993596,California,Hispanic,Hispanic 2nd Generation,2013
943,0.74284077,0.56668782,0.068197966,0.48482367,0.26736718,0.69626367,30969.463,2nd Generation,0.56171876,Florida,Hispanic,Hispanic 2nd Generation,2013
941,0.81730306,0.65545011,0.11860439,0.63432509,0.23831774,0.87825853,34386.426,2nd Generation,0.59356493,Illinois,Hispanic,Hispanic 2nd Generation,2013
939,0.80462784,0.48900476,0.14542529999999998,0.47628102,0.19812615,0.88521111,35098.727,2nd Generation,0.49732125,New Jersey,Hispanic,Hispanic 2nd Generation,2013
937,0.65573829,0.31789249,0.11205354,0.44844231,0.29444396,0.83019525,37165.422,2nd Generation,0.53284174,New York,Hispanic,Hispanic 2nd Generation,2013
945,0.77640051,0.57885444,0.14042762,0.55643648,0.22958747,0.68391055,36131.039,2nd Generation,0.55439979,Texas,Hispanic,Hispanic 2nd Generation,2013
159,0.72425896,0.48330619999999996,0.11661880000000001,0.5560993000000001,0.19904843,0.73753124,36131.039,3rd Generation,0.50337934,National,Hispanic,Hispanic 3rd Generation,2013
959,0.70058799,0.47152284,0.11150979,0.58227408,0.17907038,0.73158216,36131.039,3rd Generation,0.49704778,California,Hispanic,Hispanic 3rd Generation,2013
955,0.68362546,0.4318727,0.11588544,0.46733698,0.20413367,0.69582683,33240.559,3rd Generation,0.63153332,Florida,Hispanic,Hispanic 3rd Generation,2013
953,0.79357952,0.41883251,0.024774542000000004,0.59060854,0.36862341,0.65586662,51702.488,3rd Generation,0.67216003,Illinois,Hispanic,Hispanic 3rd Generation,2013
951,0.57175994,0.46736699,0.11603099,0.61235154,0.47406024,0.72654575,51615.773,3rd Generation,0.65115273,New Jersey,Hispanic,Hispanic 3rd Generation,2013
949,0.63803631,0.40837651,0.14150469,0.5225786,0.26873726,0.89840126,42280.543,3rd Generation,0.53187388,New York,Hispanic,Hispanic 3rd Generation,2013
957,0.76904786,0.51529026,0.14530621,0.55860931,0.17921622,0.70183569,34696.121,3rd Generation,0.4274255,Texas,Hispanic,Hispanic 3rd Generation,2013
161,0.72263443,0.58655345,0.27591220000000005,0.62533599,0.16264841,0.60504919,28987.417999999998,All,0.37843058,National,Hispanic,Hispanic All,2013
971,0.7099784,0.59789032,0.28402829,0.64023364,0.13576432,0.63228607,28904.832000000002,All,0.3684513,California,Hispanic,Hispanic All,2013
967,0.7414788,0.58328009,0.11280698,0.51372856,0.24942531,0.58033258,28906.896,All,0.50116158,Florida,Hispanic,Hispanic All,2013
965,0.72967327,0.64993918,0.29453096,0.69902086,0.19039875,0.62804759,26840.201,All,0.39744678,Illinois,Hispanic,Hispanic All,2013
963,0.78756332,0.57894528,0.19634992,0.60586464,0.22173117,0.69306898,34066.41,All,0.44237429,New Jersey,Hispanic,Hispanic All,2013
961,0.67338008,0.44318831,0.23079659,0.56543005,0.21129949,0.77012408,30996.303,All,0.40866366,New York,Hispanic,Hispanic All,2013
969,0.73433506,0.60550976,0.306788,0.63254321,0.14707452,0.52983063,29937.147999999997,All,0.34703419,Texas,Hispanic,Hispanic All,2013
160,0.78017068,0.62030679,0.046548743,0.47603434,0.3828938,0.83987772,44723.004,All,0.673953,National,White,White All,2013
970,0.76854932,0.57501602,0.025648775,0.44445485,0.46714011,0.84083617,51662.227,All,0.77900541,California,White,White All,2013
966,0.77051723,0.61454737,0.039769411,0.43188053,0.35861507,0.75663012,41369.008,All,0.67060202,Florida,White,White All,2013
964,0.79252344,0.62018812,0.02799847,0.46808943,0.44480458,0.87122673,44617.707,All,0.72400022,Illinois,White,White All,2013
962,0.79368514,0.60470957,0.024197303,0.45108011,0.47078225,0.85733753,52897.905999999995,All,0.69571662,New Jersey,White,White All,2013
960,0.78383785,0.56473482,0.031455167,0.44487384,0.46842429,0.8662709000000001,48121.383,All,0.71191835,New York,White,White All,2013
968,0.78495103,0.63749379,0.045502089,0.4830505,0.38616779,0.810287,47486.512,All,0.68496126,Texas,White,White All,2013
163,0.72174191,0.6649946,0.42755204,0.68657953,0.11861794,0.56542033,25438.34,1st Generation,0.26377833,National,Hispanic,Hispanic 1st Generation,2014
983,0.69639874,0.66410905,0.49651530000000005,0.6892848000000001,0.086451061,0.61663359,25438.34,1st Generation,0.23390785,California,Hispanic,Hispanic 1st Generation,2014
979,0.73487377,0.57995623,0.18421701,0.56124985,0.29533496,0.56386501,28490.941000000003,1st Generation,0.48143741,Florida,Hispanic,Hispanic 1st Generation,2014
977,0.72841763,0.74282622,0.44919491,0.77633053,0.076478764,0.5959667,25438.34,1st Generation,0.14393957,Illinois,Hispanic,Hispanic 1st Generation,2014
975,0.6960398,0.57117134,0.25184822,0.68477863,0.12984318,0.57916278,25438.34,1st Generation,0.37310153,New Jersey,Hispanic,Hispanic 1st Generation,2014
973,0.74594039,0.52529067,0.34374720000000003,0.67426181,0.15640558,0.73259485,26455.873,1st Generation,0.33709359,New York,Hispanic,Hispanic 1st Generation,2014
981,0.72196847,0.73773843,0.5078097,0.69453841,0.09046927800000001,0.48704538,24217.301,1st Generation,0.24380344,Texas,Hispanic,Hispanic 1st Generation,2014
165,0.76737016,0.48889318,0.1087316,0.5471338000000001,0.23610303,0.77734798,34596.145,2nd Generation,0.53990328,National,Hispanic,Hispanic 2nd Generation,2014
995,0.77123445,0.45459798,0.092698045,0.52678633,0.22491606,0.78055376,35208.699,2nd Generation,0.54269183,California,Hispanic,Hispanic 2nd Generation,2014
991,0.8057880999999999,0.52436888,0.048080713,0.5803774,0.37446794,0.72657555,40701.344,2nd Generation,0.62744695,Florida,Hispanic,Hispanic 2nd Generation,2014
989,0.8562540999999999,0.5487929,0.11239541,0.48542762,0.34030822,0.87445074,37917.371,2nd Generation,0.6767419,Illinois,Hispanic,Hispanic 2nd Generation,2014
987,0.79421908,0.52028596,0.034739766,0.63621545,0.22985160000000002,0.82722342,38666.277,2nd Generation,0.5126791,New Jersey,Hispanic,Hispanic 2nd Generation,2014
985,0.61744434,0.25560707,0.17849489999999998,0.55730021,0.20013623,0.82111442,34596.145,2nd Generation,0.47987521,New York,Hispanic,Hispanic 2nd Generation,2014
993,0.7915466999999999,0.55560786,0.14020656,0.52794367,0.16406654,0.71612644,30527.025,2nd Generation,0.50519109,Texas,Hispanic,Hispanic 2nd Generation,2014
167,0.72611505,0.47065729,0.11844886,0.56973898,0.20170079,0.78124923,35613.676,3rd Generation,0.53351629,National,Hispanic,Hispanic 3rd Generation,2014
1007,0.73212492,0.49904373,0.078436837,0.60782331,0.21208271,0.79478437,40701.344,3rd Generation,0.6025672,California,Hispanic,Hispanic 3rd Generation,2014
1003,0.4897643,0.52933311,0.0,0.44227025,0.25576046,1.0,50876.68,3rd Generation,0.53261894,Florida,Hispanic,Hispanic 3rd Generation,2014
1001,0.75725299,0.48074836,0.12407555,0.45773393,0.20849913,0.86128199,40701.344,3rd Generation,0.45034909,Illinois,Hispanic,Hispanic 3rd Generation,2014
