,% Employed,% Married,% less than High School diploma,% with Children,% with College Degree,% with Health Insurance,Median Individual Real Income,igen,scol,state,wbhao,wbhao_igen,year
85,0.78149533,0.56170005,0.16704014,0.60092795,0.18823572,0.76568627,38660.25,2nd Generation,0.48518515,National,Hispanic,Hispanic 2nd Generation,2004
515,0.82237345,0.56117636,0.10059506,0.62092805,0.18330276,0.7980516,41246.621,2nd Generation,0.56051636,California,Hispanic,Hispanic 2nd Generation,2004
511,0.83109063,0.57170409,0.09686359,0.56242776,0.28703259999999997,0.82127661,42558.492,2nd Generation,0.61342853,Florida,Hispanic,Hispanic 2nd Generation,2004
509,0.83810055,0.59925336,0.09268735300000001,0.70741987,0.21759945,0.85399389,48794.390999999996,2nd Generation,0.54961318,Illinois,Hispanic,Hispanic 2nd Generation,2004
507,0.82812154,0.52233714,0.23114298,0.62638861,0.25585282,0.69465715,38660.25,2nd Generation,0.43880743,New Jersey,Hispanic,Hispanic 2nd Generation,2004
505,0.73120052,0.49285787,0.21870814,0.55936253,0.1441305,0.78723884,38660.25,2nd Generation,0.39222708,New York,Hispanic,Hispanic 2nd Generation,2004
513,0.7585776999999999,0.57241488,0.23280104,0.61843699,0.14579464,0.58972937,32216.877,2nd Generation,0.44911525,Texas,Hispanic,Hispanic 2nd Generation,2004
87,0.77056712,0.57833827,0.15363568,0.58209163,0.15387458,0.75331652,38660.25,3rd Generation,0.47379076,National,Hispanic,Hispanic 3rd Generation,2004
527,0.75441927,0.53089124,0.092736296,0.58362079,0.15190014,0.82128525,49182.285,3rd Generation,0.59550238,California,Hispanic,Hispanic 3rd Generation,2004
523,0.84286553,0.74452847,0.10217454,0.58509779,0.33534652,0.73709816,30928.201,3rd Generation,0.57577652,Florida,Hispanic,Hispanic 3rd Generation,2004
521,0.82518965,0.41262311,0.13054362,0.56667817,0.15865518,0.86750078,50258.328,3rd Generation,0.44676876,Illinois,Hispanic,Hispanic 3rd Generation,2004
519,0.71958745,0.73556089,0.22906835,0.48830771,0.12304079,0.87819135,43814.953,3rd Generation,0.48828977,New Jersey,Hispanic,Hispanic 3rd Generation,2004
517,0.76646525,0.35845724,0.10779580000000001,0.59359813,0.17094012,0.80420232,37371.578,3rd Generation,0.42922124,New York,Hispanic,Hispanic 3rd Generation,2004
525,0.76412565,0.66957325,0.20371695,0.62711471,0.11821543,0.68251568,33249.105,3rd Generation,0.39127046,Texas,Hispanic,Hispanic 3rd Generation,2004
89,0.74866074,0.648637,0.34825125,0.67181408,0.13143918,0.61469471,30928.201,All,0.33377936,National,Hispanic,Hispanic All,2004
539,0.72833306,0.66516829,0.39794189,0.7231974,0.10298396,0.63356143,32216.877,All,0.31767839,California,Hispanic,Hispanic All,2004
535,0.79066789,0.65799534,0.17728470000000002,0.58414376,0.27017376,0.67940015,34685.977,All,0.5061692,Florida,Hispanic,Hispanic All,2004
533,0.77776688,0.67509198,0.32355231,0.73448026,0.11496703,0.68007982,36082.902,All,0.31439552,Illinois,Hispanic,Hispanic All,2004
531,0.80262786,0.61454844,0.26469493,0.6214323,0.20021151,0.62482601,36082.902,All,0.36977589,New Jersey,Hispanic,Hispanic All,2004
529,0.71402997,0.53773564,0.26438072,0.60137832,0.16016842,0.68713826,32216.877,All,0.37419662,New York,Hispanic,Hispanic All,2004
537,0.73628414,0.69862503,0.38685268,0.69992518,0.098997578,0.52346468,28350.852000000003,All,0.29489374,Texas,Hispanic,Hispanic All,2004
88,0.8050765999999999,0.70533359,0.05331992,0.58720034,0.34268540000000003,0.87088174,47680.977,All,0.6350798000000001,National,White,White All,2004
538,0.78325701,0.65911978,0.028560495,0.55139846,0.42665744,0.88033104,58641.16,All,0.76166064,California,White,White All,2004
534,0.8094576,0.67987031,0.04267514099999999,0.54257238,0.32977042,0.84807909,45375.539000000004,All,0.65446055,Florida,White,White All,2004
532,0.81590974,0.69492137,0.040715508,0.58125371,0.33838698,0.88970369,49352.387,All,0.64384824,Illinois,White,White All,2004
530,0.81089741,0.74621177,0.021255762999999997,0.61384559,0.44404599,0.89674693,58634.715,All,0.66420537,New Jersey,White,White All,2004
528,0.78618276,0.6793974,0.040455382000000005,0.57294762,0.39606133,0.89538062,51547.004,All,0.65001905,New York,White,White All,2004
536,0.8035140000000001,0.69996506,0.042648464000000004,0.58638167,0.35561332,0.83002758,48974.809,All,0.69185764,Texas,White,White All,2004
91,0.73713022,0.68876976,0.47854617,0.7120133000000001,0.096621901,0.52769041,26099.314,1st Generation,0.2235395,National,Hispanic,Hispanic 1st Generation,2005
551,0.71166682,0.70595628,0.52924645,0.77324843,0.06432073599999999,0.5656237,26099.314,1st Generation,0.19270985,California,Hispanic,Hispanic 1st Generation,2005
547,0.77394813,0.68428802,0.24843578,0.55562866,0.18323983,0.54070067,30114.593999999997,1st Generation,0.39268193,Florida,Hispanic,Hispanic 1st Generation,2005
545,0.67077243,0.72840106,0.45840561,0.76496494,0.082581513,0.6381948000000001,28709.246,1st Generation,0.16162027,Illinois,Hispanic,Hispanic 1st Generation,2005
543,0.77529424,0.57702446,0.33187023,0.66811419,0.19774926,0.59324676,30118.359,1st Generation,0.36504373,New Jersey,Hispanic,Hispanic 1st Generation,2005
541,0.71585286,0.59931701,0.34211904,0.69953996,0.16704349,0.66953862,28187.26,1st Generation,0.33388713,New York,Hispanic,Hispanic 1st Generation,2005
549,0.71405935,0.73833448,0.59470552,0.7264784000000001,0.069405541,0.38303611,23715.244,1st Generation,0.14681092,Texas,Hispanic,Hispanic 1st Generation,2005
93,0.76511019,0.58151615,0.16647556,0.6217863,0.19310032,0.77862549,37643.242,2nd Generation,0.49222073,National,Hispanic,Hispanic 2nd Generation,2005
563,0.76476103,0.57286245,0.12960175,0.63279021,0.16478084,0.788737,40152.793,2nd Generation,0.54631478,California,Hispanic,Hispanic 2nd Generation,2005
559,0.8348555000000001,0.64579415,0.10171118,0.57881391,0.31902614,0.779145,40152.793,2nd Generation,0.59720069,Florida,Hispanic,Hispanic 2nd Generation,2005
557,0.75599498,0.56420404,0.054059527999999996,0.61845422,0.21761675,0.8040995,40875.543,2nd Generation,0.49901307,Illinois,Hispanic,Hispanic 2nd Generation,2005
555,0.81334507,0.5594058000000001,0.21702111,0.71153641,0.15223061,0.633205,35133.695,2nd Generation,0.36362311,New Jersey,Hispanic,Hispanic 2nd Generation,2005
553,0.70904839,0.49138635,0.16302873,0.6241979,0.17638867,0.82231605,43917.117,2nd Generation,0.44073915,New York,Hispanic,Hispanic 2nd Generation,2005
561,0.82254803,0.65843093,0.21828038,0.63361388,0.14565283,0.70726556,31369.369,2nd Generation,0.4865424,Texas,Hispanic,Hispanic 2nd Generation,2005
95,0.78324962,0.5874939,0.15570132,0.58780837,0.15086895,0.74431485,37648.262,3rd Generation,0.47732103,National,Hispanic,Hispanic 3rd Generation,2005
575,0.81066972,0.57941544,0.11473455,0.57718891,0.12558204,0.79813433,41407.566,3rd Generation,0.56972641,California,Hispanic,Hispanic 3rd Generation,2005
571,0.87617522,0.6454584,0.17059718,0.50858647,0.38058835,0.73540652,40152.793,3rd Generation,0.59988409,Florida,Hispanic,Hispanic 3rd Generation,2005
569,0.83935821,0.44307598,0.10384895,0.4958896,0.24232961,0.86674869,43940.957,3rd Generation,0.59203207,Illinois,Hispanic,Hispanic 3rd Generation,2005
567,0.90385234,0.65626919,0.046258185,0.27741599,0.25992376,1.0,61845.34,3rd Generation,0.4317818,New Jersey,Hispanic,Hispanic 3rd Generation,2005
565,0.76830673,0.40517661,0.09610954699999999,0.57883722,0.22248897,0.75260407,38898.02,3rd Generation,0.51298517,New York,Hispanic,Hispanic 3rd Generation,2005
573,0.75393492,0.62263942,0.22605547,0.60080194,0.13486128,0.63338238,33472.371,3rd Generation,0.38543099,Texas,Hispanic,Hispanic 3rd Generation,2005
97,0.75273573,0.64535058,0.34609371,0.66701502,0.12767462,0.62486148,31319.178,All,0.33232537,National,Hispanic,Hispanic All,2005
587,0.73676962,0.66436207,0.39829195,0.71838862,0.08970917,0.63892531,31369.369,All,0.31037703,California,Hispanic,Hispanic All,2005
583,0.79904932,0.6701104,0.19898644,0.55956018,0.23720114,0.62552398,32631.672000000002,All,0.46806663,Florida,Hispanic,Hispanic All,2005
581,0.72131574,0.63719165,0.28819972,0.68131626,0.14588483,0.72101581,35133.695,All,0.32467484,Illinois,Hispanic,Hispanic All,2005
579,0.79453146,0.57618773,0.27976266,0.65881258,0.18729657,0.62925285,31386.936,All,0.36848602,New Jersey,Hispanic,Hispanic All,2005
577,0.71756041,0.54498374,0.25800371,0.66278785,0.17481343,0.73123461,33878.918,All,0.38663784,New York,Hispanic,Hispanic All,2005
585,0.74595374,0.68139726,0.39481527,0.66370928,0.10632363,0.52917838,27605.045,All,0.29075974,Texas,Hispanic,Hispanic All,2005
96,0.80962336,0.70037282,0.05463706,0.58679634,0.33975238,0.87085706,47681.441,All,0.6308791,National,White,White All,2005
586,0.77882075,0.61040837,0.03048777,0.53294003,0.42071980000000003,0.88022333,57737.207,All,0.74175549,California,White,White All,2005
582,0.81210685,0.68821001,0.047101248,0.56009072,0.31350219,0.81090188,43917.117,All,0.63427645,Florida,White,White All,2005
580,0.82831496,0.73381138,0.040866888999999997,0.60767329,0.36153609,0.9081861999999999,50192.246,All,0.66371417,Illinois,White,White All,2005
578,0.83083421,0.7505824000000001,0.025944155,0.6324268,0.46399552,0.91129023,62738.738,All,0.68824589,New Jersey,White,White All,2005
576,0.79392111,0.67585778,0.042430688,0.56785327,0.37944302,0.87655818,50190.992,All,0.64126855,New York,White,White All,2005
584,0.81040978,0.70746595,0.05151478599999999,0.58283186,0.36177042,0.83953041,50190.992,All,0.67874897,Texas,White,White All,2005
99,0.75064456,0.70176369,0.46828231,0.72401047,0.095978312,0.51772267,25486.93,1st Generation,0.22341087,National,Hispanic,Hispanic 1st Generation,2006
599,0.7358886,0.71717477,0.52403384,0.76518446,0.055419862,0.54185617,25244.197,1st Generation,0.18437944,California,Hispanic,Hispanic 1st Generation,2006
595,0.79780412,0.67166024,0.25408542,0.5986715,0.24130487,0.55807537,28399.721,1st Generation,0.40910587,Florida,Hispanic,Hispanic 1st Generation,2006
593,0.75231683,0.74068612,0.46384272,0.81394047,0.089218929,0.5777545000000001,29127.92,1st Generation,0.21386698,Illinois,Hispanic,Hispanic 1st Generation,2006
591,0.76070988,0.60457766,0.26742709,0.7067225,0.13401849999999998,0.54086757,29127.92,1st Generation,0.29140916,New Jersey,Hispanic,Hispanic 1st Generation,2006
589,0.72413456,0.61514157,0.35625944,0.71401757,0.14842848,0.60740721,28627.891,1st Generation,0.29356211,New York,Hispanic,Hispanic 1st Generation,2006
597,0.71930373,0.75751662,0.59292144,0.72957754,0.06125623400000001,0.42503563,24273.266,1st Generation,0.1613895,Texas,Hispanic,Hispanic 1st Generation,2006
101,0.75570184,0.55106539,0.15521039,0.60316503,0.19615684,0.75510538,38885.773,2nd Generation,0.51037866,National,Hispanic,Hispanic 2nd Generation,2006
611,0.76223022,0.54438484,0.11324771,0.61794341,0.18341257,0.76349592,40123.707,2nd Generation,0.57431149,California,Hispanic,Hispanic 2nd Generation,2006
607,0.82352209,0.5813728,0.131855,0.51973283,0.3019948,0.73031467,42478.215,2nd Generation,0.60350704,Florida,Hispanic,Hispanic 2nd Generation,2006
605,0.74839211,0.60142362,0.06758687599999999,0.60829675,0.13765174,0.85004401,42478.215,2nd Generation,0.45252895,Illinois,Hispanic,Hispanic 2nd Generation,2006
603,0.7474665,0.56812018,0.16103774,0.77324802,0.12739117,0.75554144,41871.383,2nd Generation,0.41071907,New Jersey,Hispanic,Hispanic 2nd Generation,2006
601,0.71633291,0.4181329000000001,0.15900134,0.59531391,0.18677759,0.8087405,36488.785,2nd Generation,0.48036683,New York,Hispanic,Hispanic 2nd Generation,2006
609,0.75403392,0.66046935,0.24334151,0.60329443,0.16321719,0.65099835,36987.602,2nd Generation,0.4441435,Texas,Hispanic,Hispanic 2nd Generation,2006
103,0.77379668,0.59132326,0.14803636,0.60760725,0.16168377,0.74793911,37636.914,3rd Generation,0.46153519,National,Hispanic,Hispanic 3rd Generation,2006
623,0.77015769,0.59133613,0.10587579,0.60619056,0.12980518,0.82589406,42480.645,3rd Generation,0.48603967,California,Hispanic,Hispanic 3rd Generation,2006
619,0.82669473,0.56132537,0.12538691,0.44862622,0.26673618,0.63816184,36409.898,3rd Generation,0.50112867,Florida,Hispanic,Hispanic 3rd Generation,2006
617,0.83225983,0.58481312,0.09270443,0.63746256,0.29448828,0.74613261,41837.402,3rd Generation,0.58964676,Illinois,Hispanic,Hispanic 3rd Generation,2006
615,0.81553376,0.42829195,0.11270311,0.51698393,0.28627023,0.72472435,42479.43,3rd Generation,0.40670317,New Jersey,Hispanic,Hispanic 3rd Generation,2006
613,0.75748998,0.46356568,0.035357788,0.49394587,0.42865676,0.87478119,54614.848,3rd Generation,0.68036258,New York,Hispanic,Hispanic 3rd Generation,2006
621,0.75812995,0.63551581,0.21409148,0.62377709,0.13044806,0.67901707,35196.234,3rd Generation,0.40930319,Texas,Hispanic,Hispanic 3rd Generation,2006
105,0.75658977,0.64856344,0.33833411,0.67539322,0.12969425,0.61355752,30341.582000000002,All,0.33066851,National,Hispanic,Hispanic All,2006
635,0.74642777,0.66583472,0.38058349,0.7121284000000001,0.090064012,0.62975937,30341.582000000002,All,0.30341706,California,Hispanic,Hispanic All,2006
631,0.80696571,0.63881344,0.21120337,0.56584328,0.25964561,0.61073375,31338.0,All,0.46866491,Florida,Hispanic,Hispanic All,2006
629,0.76330978,0.68451446,0.31480584,0.73900062,0.13128006,0.66724473,32768.91,All,0.32633337,Illinois,Hispanic,Hispanic All,2006
627,0.75978833,0.58416921,0.22751807,0.71603036,0.14037453,0.61438644,32768.91,All,0.3329851,New Jersey,Hispanic,Hispanic All,2006
625,0.72444314,0.5404886,0.26748174,0.65835726,0.1837585,0.69302875,32768.91,All,0.38451239,New York,Hispanic,Hispanic All,2006
633,0.74000025,0.6943416,0.3893362,0.66831362,0.10430129999999999,0.56023353,29127.92,All,0.30292129999999995,Texas,Hispanic,Hispanic All,2006
104,0.81382436,0.6950829000000001,0.05273607,0.58469921,0.34368694,0.86742538,47377.773,All,0.63906467,National,White,White All,2006
634,0.79027355,0.64612526,0.038529191000000004,0.54846531,0.41250491,0.87422466,59469.5,All,0.74280405,California,White,White All,2006
630,0.82554924,0.65063506,0.05763211099999999,0.5101005999999999,0.33490974,0.79453027,46331.598,All,0.65109533,Florida,White,White All,2006
628,0.82802796,0.71134967,0.040125985,0.57910901,0.38372108,0.88877237,48546.530999999995,All,0.67241555,Illinois,White,White All,2006
626,0.82331836,0.72701228,0.031940334,0.59957808,0.46277848,0.90175045,60683.164000000004,All,0.67744434,New Jersey,White,White All,2006
624,0.81757885,0.66348797,0.039780129,0.56437904,0.40492168,0.88307548,48825.676,All,0.65694153,New York,White,White All,2006
632,0.81793332,0.74140757,0.047316011,0.59899843,0.3671591,0.83323169,48564.738,All,0.68537211,Texas,White,White All,2006
107,0.74322188,0.71572208,0.46268639,0.70345861,0.094497897,0.48765871,25862.256,1st Generation,0.22625344,National,Hispanic,Hispanic 1st Generation,2007
647,0.71009558,0.73423553,0.52174819,0.7531029,0.060391951,0.53755027,25862.256,1st Generation,0.18598962,California,Hispanic,Hispanic 1st Generation,2007
643,0.82966459,0.70555568,0.24297829999999998,0.59815842,0.19428638,0.51916897,25862.256,1st Generation,0.39736328,Florida,Hispanic,Hispanic 1st Generation,2007
641,0.71675432,0.7631098000000001,0.43292305,0.6681208000000001,0.11726433,0.59557819,30564.484,1st Generation,0.25384498,Illinois,Hispanic,Hispanic 1st Generation,2007
639,0.7518729000000001,0.66453594,0.29777744,0.70355457,0.12380051,0.48766091,28213.369,1st Generation,0.30161917,New Jersey,Hispanic,Hispanic 1st Generation,2007
637,0.69344389,0.63567531,0.35262519,0.71438414,0.09657704800000001,0.61056203,27037.813,1st Generation,0.24416582,New York,Hispanic,Hispanic 1st Generation,2007
645,0.7366906999999999,0.76908869,0.58944213,0.74761093,0.077442102,0.35771185,23511.141,1st Generation,0.17148729,Texas,Hispanic,Hispanic 1st Generation,2007
109,0.77193379,0.56547374,0.15101686,0.60651112,0.21232522,0.76193696,40932.898,2nd Generation,0.52593881,National,Hispanic,Hispanic 2nd Generation,2007
659,0.80404693,0.58444124,0.10722799,0.62207001,0.24888829999999998,0.81184357,41262.051,2nd Generation,0.54204321,California,Hispanic,Hispanic 2nd Generation,2007
655,0.78311974,0.65920639,0.12344589999999998,0.58872694,0.25870463,0.67614347,41619.422,2nd Generation,0.60567302,Florida,Hispanic,Hispanic 2nd Generation,2007
653,0.79523832,0.48645201,0.081733242,0.49180943,0.16631491,0.83510888,47022.280999999995,2nd Generation,0.57368577,Illinois,Hispanic,Hispanic 2nd Generation,2007
651,0.74615371,0.51839781,0.16072316,0.6332890999999999,0.23130900000000001,0.8108784000000001,50796.996,2nd Generation,0.45170382,New Jersey,Hispanic,Hispanic 2nd Generation,2007
649,0.65349555,0.37200755,0.18536660000000002,0.540654,0.14797528,0.79514712,44318.5,2nd Generation,0.53343976,New York,Hispanic,Hispanic 2nd Generation,2007
657,0.83567828,0.67085677,0.17489167,0.63129187,0.20589246,0.6560058000000001,32919.125,2nd Generation,0.50443816,Texas,Hispanic,Hispanic 2nd Generation,2007
111,0.79792631,0.54720742,0.13332032,0.58653474,0.16703869,0.74821383,36454.023,3rd Generation,0.47411865,National,Hispanic,Hispanic 3rd Generation,2007
671,0.7869575,0.54963142,0.10819949999999999,0.60171407,0.17394189999999998,0.8026196999999999,41825.145,3rd Generation,0.48847690000000005,California,Hispanic,Hispanic 3rd Generation,2007
667,0.74685282,0.34647074,0.10757089,0.37995431,0.17576706,0.77893806,41144.496,3rd Generation,0.61371839,Florida,Hispanic,Hispanic 3rd Generation,2007
665,0.69603777,0.48970845,0.072895639,0.58365047,0.15517265,0.76541376,39054.355,3rd Generation,0.41530699,Illinois,Hispanic,Hispanic 3rd Generation,2007
663,0.70465559,0.55093414,0.083189271,0.56635213,0.16455157,0.69846755,39968.941,3rd Generation,0.3713125,New Jersey,Hispanic,Hispanic 3rd Generation,2007
661,0.80978268,0.59180129,0.12348487,0.64521235,0.30810603,0.80563259,47022.280999999995,3rd Generation,0.58989364,New York,Hispanic,Hispanic 3rd Generation,2007
669,0.8114273,0.59877449,0.17562348,0.59612948,0.13001482,0.69368601,35266.711,3rd Generation,0.43353868,Texas,Hispanic,Hispanic 3rd Generation,2007
113,0.76036394,0.65067565,0.33198527,0.65977252,0.13302574,0.59654474,30564.484,All,0.33751452,National,Hispanic,Hispanic All,2007
683,0.74076152,0.67468715,0.37366837,0.70274597,0.11493643,0.63406318,31211.039,All,0.30412924,California,Hispanic,Hispanic All,2007
679,0.81308889,0.67265177,0.20499015,0.5828594,0.20933527,0.57391417,31152.262000000002,All,0.46240234,Florida,Hispanic,Hispanic All,2007
677,0.73558444,0.65114343,0.28908572,0.60857886,0.13572529,0.68371803,35266.711,All,0.36294079,Illinois,Hispanic,Hispanic All,2007
675,0.74723488,0.61391085,0.24358767,0.67408365,0.15838358,0.59711707,35266.711,All,0.35069337,New Jersey,Hispanic,Hispanic All,2007
673,0.69454169,0.55286455,0.27776,0.65535331,0.13523872,0.68676937,35266.711,All,0.36803481,New York,Hispanic,Hispanic All,2007
681,0.78071517,0.69001269,0.36796138,0.67244828,0.11822542,0.53114265,29388.926,All,0.32349363,Texas,Hispanic,Hispanic All,2007
112,0.81731367,0.66805661,0.054410342,0.50370687,0.3539255,0.86309445,47034.039000000004,All,0.63883513,National,White,White All,2007
682,0.80456018,0.61660111,0.037885573,0.48271993,0.4308773,0.8781568999999999,58968.293,All,0.74383485,California,White,White All,2007
678,0.82735384,0.63792741,0.051255409,0.43565154,0.32901576,0.81586182,47022.280999999995,All,0.63332492,Florida,White,White All,2007
676,0.82537144,0.65069133,0.047352980999999995,0.48906982,0.37298641,0.87797207,47022.280999999995,All,0.65750092,Illinois,White,White All,2007
674,0.79430616,0.67554897,0.03455634,0.51468927,0.48034871,0.86502564,61163.059,All,0.69897962,New Jersey,White,White All,2007
672,0.83005834,0.64552748,0.041319676,0.52407241,0.40314573,0.87997347,51959.621,All,0.65057373,New York,White,White All,2007
680,0.80920756,0.71553034,0.05072505,0.49779862,0.38459575,0.83358985,49373.395,All,0.68456936,Texas,White,White All,2007
115,0.72683573,0.70928168,0.45714736,0.68663782,0.09868697800000001,0.49414206,27435.324,1st Generation,0.22775789999999999,National,Hispanic,Hispanic 1st Generation,2008
695,0.69215471,0.72494704,0.50290239,0.74655581,0.073382087,0.54057002,26292.186,1st Generation,0.20385934,California,Hispanic,Hispanic 1st Generation,2008
691,0.77674848,0.68801749,0.18740052,0.54850602,0.20662172,0.52557242,33151.02,1st Generation,0.41284138,Florida,Hispanic,Hispanic 1st Generation,2008
689,0.76561141,0.79342252,0.5123353,0.67313904,0.050972555,0.52499622,29721.602000000003,1st Generation,0.1616317,Illinois,Hispanic,Hispanic 1st Generation,2008
687,0.81937462,0.64114738,0.27987507,0.65193403,0.10468469999999999,0.42909968,27435.324,1st Generation,0.26282436,New Jersey,Hispanic,Hispanic 1st Generation,2008
685,0.71424747,0.58865047,0.26362243,0.6612699000000001,0.18738201,0.64008379,32007.879,1st Generation,0.34811220000000004,New York,Hispanic,Hispanic 1st Generation,2008
693,0.71247941,0.74443543,0.54781145,0.6838786,0.069863297,0.36872378,25149.049,1st Generation,0.16129743,Texas,Hispanic,Hispanic 1st Generation,2008
117,0.80074394,0.54893392,0.13250449,0.61068356,0.21400282,0.75841582,40009.848,2nd Generation,0.549555,National,Hispanic,Hispanic 2nd Generation,2008
707,0.80201256,0.57648945,0.096270837,0.6267274,0.22418801,0.80513489,40924.359,2nd Generation,0.55950958,California,Hispanic,Hispanic 2nd Generation,2008
703,0.88399607,0.62879306,0.084235989,0.57712972,0.3296783,0.75651115,45725.543,2nd Generation,0.66941786,Florida,Hispanic,Hispanic 2nd Generation,2008
701,0.76715994,0.51157087,0.17867523,0.63832039,0.18457568,0.8456889999999999,37723.57,2nd Generation,0.59667349,Illinois,Hispanic,Hispanic 2nd Generation,2008
699,0.81308013,0.59818214,0.15444924,0.61144143,0.16875513,0.68749368,43450.695,2nd Generation,0.46336675,New Jersey,Hispanic,Hispanic 2nd Generation,2008
697,0.75218815,0.33200690000000005,0.16811113,0.48492959,0.21280546,0.76060778,40009.848,2nd Generation,0.52536309,New York,Hispanic,Hispanic 2nd Generation,2008
705,0.84186584,0.60464889,0.1743671,0.68299955,0.14741020000000002,0.61094248,34295.301,2nd Generation,0.48817238,Texas,Hispanic,Hispanic 2nd Generation,2008
119,0.76384008,0.54665917,0.14731531,0.56427193,0.16188999,0.751378,34522.785,3rd Generation,0.46584433,National,Hispanic,Hispanic 3rd Generation,2008
719,0.74688959,0.58794475,0.1309526,0.55746967,0.16765721,0.7977916,40695.73,3rd Generation,0.46658593,California,Hispanic,Hispanic 3rd Generation,2008
715,0.79730606,0.53642112,0.1585407,0.57197565,0.24236059,0.81743127,45725.543,3rd Generation,0.51184136,Florida,Hispanic,Hispanic 3rd Generation,2008
713,0.82825327,0.3677071,0.095292561,0.70552689,0.16799346,0.80187249,32236.507999999998,3rd Generation,0.54582393,Illinois,Hispanic,Hispanic 3rd Generation,2008
711,0.75935817,0.53867263,0.23291564,0.59296221,0.23925932,0.76111323,54870.648,3rd Generation,0.48060459,New Jersey,Hispanic,Hispanic 3rd Generation,2008
709,0.69870001,0.41515911,0.13858978,0.44354886,0.25461951,0.80950385,34294.156,3rd Generation,0.51252854,New York,Hispanic,Hispanic 3rd Generation,2008
717,0.7845691999999999,0.55825716,0.17788842,0.59322447,0.13142417,0.69057167,33249.328,3rd Generation,0.41644213,Texas,Hispanic,Hispanic 3rd Generation,2008
121,0.75008059,0.64122194,0.3235094,0.64469296,0.13612533,0.60400385,30864.74,All,0.34544522,National,Hispanic,Hispanic All,2008
731,0.72214985,0.6728949000000001,0.3609333,0.69019735,0.1180545,0.63572007,32007.879,All,0.3165926,California,Hispanic,Hispanic All,2008
727,0.80841386,0.65903342,0.15619586,0.55843163,0.24395098,0.61405683,35494.453,All,0.49268118,Florida,Hispanic,Hispanic All,2008
725,0.773637,0.67520547,0.38302073,0.6689294,0.096640103,0.63412291,32236.507999999998,All,0.31072029,Illinois,Hispanic,Hispanic All,2008
723,0.8142764,0.62181664,0.23614326,0.63560945,0.13259265,0.53104043,32007.879,All,0.33993249999999997,New Jersey,Hispanic,Hispanic All,2008
721,0.7234446999999999,0.4853375,0.21625566,0.57575339,0.2049984,0.70157236,34294.156,All,0.42604256,New York,Hispanic,Hispanic All,2008
729,0.76272738,0.65114391,0.34448725,0.65106243,0.10658983,0.53010428,28749.933999999997,All,0.31454143,Texas,Hispanic,Hispanic All,2008
120,0.81259739,0.65440857,0.048956294000000004,0.48539892,0.36314541,0.86794072,46868.68,All,0.65014493,National,White,White All,2008
730,0.8035211,0.60593009,0.029075492,0.44760197,0.44594452,0.86382216,57156.926,All,0.76129603,California,White,White All,2008
726,0.79842907,0.59206378,0.054324317999999996,0.3948963,0.32568261,0.80734867,44582.402,All,0.62550259,Florida,White,White All,2008
724,0.81372297,0.67288458,0.04158007,0.48871833,0.38518977,0.86785316,47439.105,All,0.67895895,Illinois,White,White All,2008
722,0.82139462,0.67366582,0.019061845,0.50475371,0.47534099,0.88860834,57618.754,All,0.68947315,New Jersey,White,White All,2008
720,0.81325716,0.61880386,0.040654946000000004,0.48292628,0.42925194,0.89504129,51146.305,All,0.65364504,New York,White,White All,2008
728,0.81174654,0.6656546,0.049670752,0.4901174,0.39326572,0.82982659,51441.234000000004,All,0.69021678,Texas,White,White All,2008
123,0.69760025,0.69434994,0.45993942,0.6999017,0.09834103300000001,0.49070218,25343.852000000003,1st Generation,0.22006314,National,Hispanic,Hispanic 1st Generation,2009
743,0.65598863,0.70647085,0.49645609,0.71799463,0.076264471,0.51960576,24273.822,1st Generation,0.19210607,California,Hispanic,Hispanic 1st Generation,2009
739,0.74789035,0.6250208,0.18684323,0.55475837,0.23977613,0.5273996,28622.193,1st Generation,0.43669876,Florida,Hispanic,Hispanic 1st Generation,2009
737,0.71636587,0.76243722,0.45810062,0.7259208,0.060414743,0.58668977,27521.34,1st Generation,0.19407675,Illinois,Hispanic,Hispanic 1st Generation,2009
735,0.77932245,0.57329226,0.38588402,0.66450781,0.06682767,0.54983252,22017.072,1st Generation,0.20061041,New Jersey,Hispanic,Hispanic 1st Generation,2009
733,0.74318475,0.60287881,0.32604676,0.69526857,0.16328503,0.55656278,27521.34,1st Generation,0.29983008,New York,Hispanic,Hispanic 1st Generation,2009
741,0.71271855,0.75652897,0.53337556,0.70876998,0.069230601,0.39407361,23117.926,1st Generation,0.16117521,Texas,Hispanic,Hispanic 1st Generation,2009
125,0.73528051,0.54762208,0.15647486,0.61278844,0.19956572,0.74902666,38529.875,2nd Generation,0.51696593,National,Hispanic,Hispanic 2nd Generation,2009
755,0.7618174,0.51587969,0.16887912,0.61893302,0.20619939,0.74534923,39905.945,2nd Generation,0.52486193,California,Hispanic,Hispanic 2nd Generation,2009
751,0.77196985,0.65401018,0.08099664,0.58937097,0.31745717,0.73073626,40346.285,2nd Generation,0.61075991,Florida,Hispanic,Hispanic 2nd Generation,2009
749,0.7865724000000001,0.59000546,0.10648374,0.60063499,0.22987692,0.87285686,44039.648,2nd Generation,0.4970178,Illinois,Hispanic,Hispanic 2nd Generation,2009
747,0.82305568,0.5805459,0.19069909,0.59052461,0.16431844,0.83092964,42933.293,2nd Generation,0.49218032,New Jersey,Hispanic,Hispanic 2nd Generation,2009
